names,scores,logfoldchanges,pvals,pvals_adj
ENSMUSG00000084894,0.017654266,-0.83708423,0.9859146653357186,1.0
ENSMUSG00000098232,0.017654266,-1.2569636,0.9859146653357186,1.0
ENSMUSG00000102735,0.017654266,-0.36701283,0.9859146653357186,1.0
ENSMUSG00000106402,0.017654266,-1.6757696,0.9859146653357186,1.0
ENSMUSG00000074281,0.017654266,-0.45582423,0.9859146653357186,1.0
ENSMUSG00000107813,0.017654266,-0.7680354,0.9859146653357186,1.0
ENSMUSG00000046192,0.017654266,-0.18713136,0.9859146653357186,1.0
ENSMUSG00000111424,0.017654266,-0.75970244,0.9859146653357186,1.0
ENSMUSG00000105322,0.017654266,0.009723698,0.9859146653357186,1.0
ENSMUSG00000100046,0.017654266,-2.1862767,0.9859146653357186,1.0
ENSMUSG00000055748,0.017654266,-0.37236875,0.9859146653357186,1.0
ENSMUSG00000105382,0.017654266,-1.3781859,0.9859146653357186,1.0
ENSMUSG00000026573,0.017654266,-2.7151377,0.9859146653357186,1.0
ENSMUSG00000112847,0.017654266,-1.0417681,0.9859146653357186,1.0
ENSMUSG00000111572,0.017654266,-1.8683333,0.9859146653357186,1.0
ENSMUSG00000103170,0.017654266,-0.49885496,0.9859146653357186,1.0
ENSMUSG00000113819,0.017654266,-1.9919238,0.9859146653357186,1.0
ENSMUSG00000113111,0.017654266,-1.8741429,0.9859146653357186,1.0
ENSMUSG00000101320,0.017654266,-0.6667207,0.9859146653357186,1.0
ENSMUSG00000019803,0.017654266,-0.17193285,0.9859146653357186,1.0
ENSMUSG00000112587,0.017654266,-1.8780763,0.9859146653357186,1.0
ENSMUSG00000102205,0.017654266,-0.39957955,0.9859146653357186,1.0
ENSMUSG00000104837,0.017654266,-0.46221495,0.9859146653357186,1.0
ENSMUSG00000105495,0.017654266,-0.81794846,0.9859146653357186,1.0
ENSMUSG00000108793,0.017427929,-1.9375609,0.9860952281485786,1.0
ENSMUSG00000086193,0.017201593,-1.2732685,0.9862757916736847,1.0
ENSMUSG00000084323,0.017201593,-0.3974152,0.9862757916736847,1.0
ENSMUSG00000083816,0.017201593,-2.357815,0.9862757916736847,1.0
ENSMUSG00000006542,0.017201593,-2.0127666,0.9862757916736847,1.0
ENSMUSG00000011148,0.016975256,-1.2034446,0.9864563559017897,1.0
ENSMUSG00000111108,0.016748918,-0.8846968,0.9866369208236461,1.0
ENSMUSG00000104723,0.016748918,-0.9227124,0.9866369208236461,1.0
ENSMUSG00000097182,0.016296245,-1.0168767,0.9869980527116237,1.0
ENSMUSG00000082126,0.016296245,-0.7826457,0.9869980527116237,1.0
ENSMUSG00000087636,0.01606991,-1.169827,0.9871786196592498,1.0
ENSMUSG00000032034,0.015843572,-1.0731456,0.9873591872636371,1.0
ENSMUSG00000074987,0.015843572,-0.98429674,0.9873591872636371,1.0
ENSMUSG00000025375,0.015617236,-0.9347072,0.9875397555155379,1.0
ENSMUSG00000083845,0.014485552,-1.1662076,0.9884426061640627,1.0
ENSMUSG00000109652,0.014485552,-1.0756669,0.9884426061640627,1.0
ENSMUSG00000090538,0.011316837,-1.1574678,0.990970663028914,1.0
ENSMUSG00000087150,0.010637827,-1.0662031,0.9915124021594829,1.0
ENSMUSG00000081657,0.010637827,-1.8989556,0.9915124021594829,1.0
ENSMUSG00000035513,0.008940302,0.112776324,0.9928667665593972,1.0
ENSMUSG00000054263,0.0076954495,-1.3690233,0.9938599804033358,1.0
ENSMUSG00000087107,0.0065637655,-1.6339542,0.9947629103766997,1.0
ENSMUSG00000114447,0.0056584184,-1.2048509,0.9954852592399965,1.0
ENSMUSG00000101502,0.0052057453,0.34807885,0.995846435096329,1.0
ENSMUSG00000056529,0.004639903,-0.51877326,0.9962979061049494,1.0
ENSMUSG00000083446,0.004526735,0.054962326,0.996388200453537,1.0
ENSMUSG00000104621,0.0038477248,0.35475886,0.9969299674759713,1.0
ENSMUSG00000102241,0.0037345563,-1.3210795,0.9970202621240688,1.0
ENSMUSG00000002020,0.0031687145,-0.35850704,0.997471735913852,1.0
ENSMUSG00000048096,0.0031687145,-0.7452453,0.997471735913852,1.0
ENSMUSG00000085933,0.003055546,-0.39994228,0.997562030773573,1.0
ENSMUSG00000107693,0.003055546,0.6240125,0.997562030773573,1.0
ENSMUSG00000090489,0.0028292092,0.8204242,0.997742620585528,1.0
ENSMUSG00000113929,0.0028292092,-1.4953521,0.997742620585528,1.0
ENSMUSG00000076051,0.0028292092,0.7229988,0.997742620585528,1.0
ENSMUSG00000023047,0.0028292092,1.3625516,0.997742620585528,1.0
ENSMUSG00000034037,0.002716041,-1.2220098,0.9978329155354493,1.0
ENSMUSG00000046337,0.0026028727,0.90518266,0.9979232105131245,1.0
ENSMUSG00000083795,0.0026028727,0.3973327,0.9979232105131245,1.0
ENSMUSG00000084094,0.0024897042,-0.8643754,0.9980135055173972,1.0
ENSMUSG00000080468,0.0024897042,-0.2446828,0.9980135055173972,1.0
ENSMUSG00000097501,0.002376536,0.65859044,0.9981038005471111,1.0
ENSMUSG00000090863,0.002376536,0.46754473,0.9981038005471111,1.0
ENSMUSG00000035298,0.002376536,0.64395946,0.9981038005471111,1.0
ENSMUSG00000100252,0.0021501991,0.23899417,0.9982843906782367,1.0
ENSMUSG00000086216,0.0021501991,-0.03117268,0.9982843906782367,1.0
ENSMUSG00000105902,0.0021501991,0.2463781,0.9982843906782367,1.0
ENSMUSG00000083391,0.0021501991,0.54037124,0.9982843906782367,1.0
ENSMUSG00000102960,0.0020370306,-0.390655,0.9983746857773356,1.0
ENSMUSG00000114440,0.0019238624,-0.5392146,0.9984649808972499,1.0
ENSMUSG00000109611,0.0019238624,0.3862428,0.9984649808972499,1.0
ENSMUSG00000092124,0.0019238624,-0.032010317,0.9984649808972499,1.0
ENSMUSG00000081459,0.0019238624,-1.486317,0.9984649808972499,1.0
ENSMUSG00000086067,0.0019238624,0.03202785,0.9984649808972499,1.0
ENSMUSG00000109363,0.001810694,-1.322046,0.9985552760368234,1.0
ENSMUSG00000082604,0.0016975256,-0.13054518,0.9986455711948995,1.0
ENSMUSG00000109198,0.0016975256,-0.118668,0.9986455711948995,1.0
ENSMUSG00000093553,0.0016975256,-0.04154815,0.9986455711948995,1.0
ENSMUSG00000111648,0.0016975256,-0.104601555,0.9986455711948995,1.0
ENSMUSG00000101449,0.0016975256,-1.8402427,0.9986455711948995,1.0
ENSMUSG00000111670,0.0016975256,0.27710918,0.9986455711948995,1.0
ENSMUSG00000083618,0.0016975256,-0.32753178,0.9986455711948995,1.0
ENSMUSG00000097165,0.0016975256,-0.1403399,0.9986455711948995,1.0
ENSMUSG00000031097,0.0016975256,-0.23512445,0.9986455711948995,1.0
ENSMUSG00000034258,0.0016975256,-1.2633344,0.9986455711948995,1.0
ENSMUSG00000098863,0.0016975256,-1.8024652,0.9986455711948995,1.0
ENSMUSG00000105237,0.0015843572,-0.26317194,0.998735866370322,1.0
ENSMUSG00000112218,0.0015843572,-1.2106258,0.998735866370322,1.0
ENSMUSG00000108126,0.0015843572,-1.011772,0.998735866370322,1.0
ENSMUSG00000114540,0.0014711889,-0.6506792,0.9988261615619342,1.0
ENSMUSG00000022949,0.0014711889,-0.12189887,0.9988261615619342,1.0
ENSMUSG00000084068,0.0014711889,-0.08229818,0.9988261615619342,1.0
ENSMUSG00000008658,0.0014711889,-0.34073377,0.9988261615619342,1.0
ENSMUSG00000097367,0.0014711889,-0.2658036,0.9988261615619342,1.0
ENSMUSG00000110808,0.0014711889,-0.3355825,0.9988261615619342,1.0
ENSMUSG00000085434,0.0014711889,-1.0574657,0.9988261615619342,1.0
ENSMUSG00000114285,0.0014711889,-0.24263942,0.9988261615619342,1.0
ENSMUSG00000102133,0.0013580205,-1.8423231,0.9989164567685799,1.0
ENSMUSG00000032089,0.0013580205,-1.6510074,0.9989164567685799,1.0
ENSMUSG00000098180,0.0012448521,-1.5367984,0.9990067519891026,1.0
ENSMUSG00000007946,0.0012448521,-0.43626747,0.9990067519891026,1.0
ENSMUSG00000113089,0.0012448521,-0.9189152,0.9990067519891026,1.0
ENSMUSG00000097991,0.0012448521,-0.56144726,0.9990067519891026,1.0
ENSMUSG00000036381,0.0012448521,-0.8148906,0.9990067519891026,1.0
ENSMUSG00000084170,0.0012448521,-0.8224108,0.9990067519891026,1.0
ENSMUSG00000095369,0.0012448521,-0.48543432,0.9990067519891026,1.0
ENSMUSG00000030048,0.0012448521,-1.0156966,0.9990067519891026,1.0
ENSMUSG00000102485,0.0012448521,-0.7284302,0.9990067519891026,1.0
ENSMUSG00000114756,0.0012448521,-0.13429701,0.9990067519891026,1.0
ENSMUSG00000084061,0.0010185153,-0.84117055,0.9991873424671533,1.0
ENSMUSG00000078177,0.0010185153,-1.7774628,0.9991873424671533,1.0
ENSMUSG00000053168,0.0010185153,-1.9425542,0.9991873424671533,1.0
ENSMUSG00000097597,0.0010185153,-1.9941967,0.9991873424671533,1.0
ENSMUSG00000106660,0.0010185153,-1.7498537,0.9991873424671533,1.0
ENSMUSG00000032363,0.0010185153,-1.4014914,0.9991873424671533,1.0
ENSMUSG00000105203,0.0010185153,-1.4996995,0.9991873424671533,1.0
ENSMUSG00000027520,0.0010185153,-0.45402032,0.9991873424671533,1.0
ENSMUSG00000064422,0.000905347,-1.1516573,0.9992776377223686,1.0
ENSMUSG00000106561,0.0007921786,-2.1251276,0.9993679329868351,1.0
ENSMUSG00000094655,0.0007921786,-1.9690925,0.9993679329868351,1.0
ENSMUSG00000034116,0.0007921786,-1.6855015,0.9993679329868351,1.0
ENSMUSG00000058755,0.0007921786,-2.344626,0.9993679329868351,1.0
ENSMUSG00000103223,0.0007921786,-3.004432,0.9993679329868351,1.0
ENSMUSG00000071633,0.0007921786,-0.8499581,0.9993679329868351,1.0
ENSMUSG00000113045,0.0007921786,-2.6240342,0.9993679329868351,1.0
ENSMUSG00000025489,0.0007921786,-1.9312751,0.9993679329868351,1.0
ENSMUSG00000082404,0.0007921786,-1.6799994,0.9993679329868351,1.0
ENSMUSG00000076498,0.0007921786,-3.2960324,0.9993679329868351,1.0
ENSMUSG00000085705,0.0007921786,-2.0400722,0.9993679329868351,1.0
ENSMUSG00000019235,0.0007921786,-2.1073074,0.9993679329868351,1.0
ENSMUSG00000102850,0.0007921786,-1.051927,0.9993679329868351,1.0
ENSMUSG00000111984,0.0007921786,-2.4664693,0.9993679329868351,1.0
ENSMUSG00000091831,0.0007921786,-0.92760634,0.9993679329868351,1.0
ENSMUSG00000055541,0.0007921786,-2.3698063,0.9993679329868351,1.0
ENSMUSG00000046593,0.0007921786,-1.6545224,0.9993679329868351,1.0
ENSMUSG00000111382,0.0007921786,-1.788679,0.9993679329868351,1.0
ENSMUSG00000110256,0.0007921786,-1.9487661,0.9993679329868351,1.0
ENSMUSG00000094263,0.0007921786,-1.607275,0.9993679329868351,1.0
ENSMUSG00000094845,0.0007921786,-0.91237223,0.9993679329868351,1.0
ENSMUSG00000103986,0.0007921786,-2.0148363,0.9993679329868351,1.0
ENSMUSG00000064857,0.0007921786,-2.4573393,0.9993679329868351,1.0
ENSMUSG00000105360,0.0007921786,-0.6763523,0.9993679329868351,1.0
ENSMUSG00000103997,0.0007921786,-1.9390777,0.9993679329868351,1.0
ENSMUSG00000094810,0.0007921786,-0.837526,0.9993679329868351,1.0
ENSMUSG00000046961,0.0007921786,-1.4494746,0.9993679329868351,1.0
ENSMUSG00000034837,0.0007921786,-1.6469415,0.9993679329868351,1.0
ENSMUSG00000052087,0.0007921786,-1.7982835,0.9993679329868351,1.0
ENSMUSG00000114084,0.0007921786,-0.85736036,0.9993679329868351,1.0
ENSMUSG00000107624,0.0007921786,-2.6534064,0.9993679329868351,1.0
ENSMUSG00000083436,0.0007921786,-1.0459524,0.9993679329868351,1.0
ENSMUSG00000081157,0.0007921786,-1.7301687,0.9993679329868351,1.0
ENSMUSG00000064856,0.0007921786,-2.6072183,0.9993679329868351,1.0
ENSMUSG00000106090,0.0007921786,-2.0612493,0.9993679329868351,1.0
ENSMUSG00000111531,0.0007921786,-2.2342026,0.9993679329868351,1.0
ENSMUSG00000092572,0.0007921786,-2.469651,0.9993679329868351,1.0
ENSMUSG00000113621,0.0007921786,-1.6422497,0.9993679329868351,1.0
ENSMUSG00000084221,0.0007921786,-2.5690024,0.9993679329868351,1.0
ENSMUSG00000076122,0.0004526735,-1.4427437,0.9996388188241789,1.0
ENSMUSG00000060081,0.0004526735,-1.6930015,0.9996388188241789,1.0
ENSMUSG00000006784,0.00033950512,-0.8776244,0.9997291141140867,1.0
ENSMUSG00000087457,0.000113168375,-1.3627362,0.9999097047031537,1.0
ENSMUSG00000102750,0.0,0.0,1.0,1.0
ENSMUSG00000102449,0.0,0.0,1.0,1.0
ENSMUSG00000102883,0.0,0.0,1.0,1.0
ENSMUSG00000102715,0.0,0.0,1.0,1.0
ENSMUSG00000102678,0.0,0.0,1.0,1.0
ENSMUSG00000102754,0.0,0.0,1.0,1.0
ENSMUSG00000102512,0.0,0.0,1.0,1.0
ENSMUSG00000113964,0.0,0.0,1.0,1.0
ENSMUSG00000102645,0.0,0.0,1.0,1.0
ENSMUSG00000102716,0.0,0.0,1.0,1.0
ENSMUSG00000102511,0.0,0.0,1.0,1.0
ENSMUSG00000102751,0.0,0.0,1.0,1.0
ENSMUSG00000022041,0.0,0.0,1.0,1.0
ENSMUSG00000102753,0.0,0.0,1.0,1.0
ENSMUSG00000102899,0.0,0.0,1.0,1.0
ENSMUSG00000102643,0.0,0.0,1.0,1.0
ENSMUSG00000102658,0.0,0.0,1.0,1.0
ENSMUSG00000102450,0.0,0.0,1.0,1.0
ENSMUSG00000102536,0.0,0.0,1.0,1.0
ENSMUSG00000102817,0.0,0.0,1.0,1.0
ENSMUSG00000040629,0.0,0.0,1.0,1.0
ENSMUSG00000102834,0.0,0.0,1.0,1.0
ENSMUSG00000040901,0.0,0.0,1.0,1.0
ENSMUSG00000102802,0.0,0.0,1.0,1.0
ENSMUSG00000102704,0.0,0.0,1.0,1.0
ENSMUSG00000102492,0.0,0.0,1.0,1.0
ENSMUSG00000102439,0.0,0.0,1.0,1.0
ENSMUSG00000114010,0.0,0.0,1.0,1.0
ENSMUSG00000113976,0.0,0.0,1.0,1.0
ENSMUSG00000113924,0.0,0.0,1.0,1.0
ENSMUSG00000102703,0.0,0.0,1.0,1.0
ENSMUSG00000021977,0.0,0.0,1.0,1.0
ENSMUSG00000102763,0.0,0.0,1.0,1.0
ENSMUSG00000102451,0.0,0.0,1.0,1.0
ENSMUSG00000113995,0.0,0.0,1.0,1.0
ENSMUSG00000113925,0.0,0.0,1.0,1.0
ENSMUSG00000102647,0.0,0.0,1.0,1.0
ENSMUSG00000102646,0.0,0.0,1.0,1.0
ENSMUSG00000114009,0.0,0.0,1.0,1.0
ENSMUSG00000114041,0.0,0.0,1.0,1.0
ENSMUSG00000102494,0.0,0.0,1.0,1.0
ENSMUSG00000102510,0.0,0.0,1.0,1.0
ENSMUSG00000040456,0.0,0.0,1.0,1.0
ENSMUSG00000102679,0.0,0.0,1.0,1.0
ENSMUSG00000114040,0.0,0.0,1.0,1.0
ENSMUSG00000102650,0.0,0.0,1.0,1.0
ENSMUSG00000102768,0.0,0.0,1.0,1.0
ENSMUSG00000102766,0.0,0.0,1.0,1.0
ENSMUSG00000040314,0.0,0.0,1.0,1.0
ENSMUSG00000102773,0.0,0.0,1.0,1.0
ENSMUSG00000040340,0.0,0.0,1.0,1.0
ENSMUSG00000040541,0.0,0.0,1.0,1.0
ENSMUSG00000041216,0.0,0.0,1.0,1.0
ENSMUSG00000102731,0.0,0.0,1.0,1.0
ENSMUSG00000102772,0.0,0.0,1.0,1.0
ENSMUSG00000102885,0.0,0.0,1.0,1.0
ENSMUSG00000113998,0.0,0.0,1.0,1.0
ENSMUSG00000040505,0.0,0.0,1.0,1.0
ENSMUSG00000040514,0.0,0.0,1.0,1.0
ENSMUSG00000102886,0.0,0.0,1.0,1.0
ENSMUSG00000041044,0.0,0.0,1.0,1.0
ENSMUSG00000102769,0.0,0.0,1.0,1.0
ENSMUSG00000102771,0.0,0.0,1.0,1.0
ENSMUSG00000102730,0.0,0.0,1.0,1.0
ENSMUSG00000102569,0.0,0.0,1.0,1.0
ENSMUSG00000113916,0.0,0.0,1.0,1.0
ENSMUSG00000088941,0.0,0.0,1.0,1.0
ENSMUSG00000102572,0.0,0.0,1.0,1.0
ENSMUSG00000021966,0.0,0.0,1.0,1.0
ENSMUSG00000102888,0.0,0.0,1.0,1.0
ENSMUSG00000040650,0.0,0.0,1.0,1.0
ENSMUSG00000102443,0.0,0.0,1.0,1.0
ENSMUSG00000113977,0.0,0.0,1.0,1.0
ENSMUSG00000102889,0.0,0.0,1.0,1.0
ENSMUSG00000102558,0.0,0.0,1.0,1.0
ENSMUSG00000102442,0.0,0.0,1.0,1.0
ENSMUSG00000102682,0.0,0.0,1.0,1.0
ENSMUSG00000102458,0.0,0.0,1.0,1.0
ENSMUSG00000114001,0.0,0.0,1.0,1.0
ENSMUSG00000102774,0.0,0.0,1.0,1.0
ENSMUSG00000114011,0.0,0.0,1.0,1.0
ENSMUSG00000102445,0.0,0.0,1.0,1.0
ENSMUSG00000114042,0.0,0.0,1.0,1.0
ENSMUSG00000102462,0.0,0.0,1.0,1.0
ENSMUSG00000102456,0.0,0.0,1.0,1.0
ENSMUSG00000102537,0.0,0.0,1.0,1.0
ENSMUSG00000102513,0.0,0.0,1.0,1.0
ENSMUSG00000102778,0.0,0.0,1.0,1.0
ENSMUSG00000088940,0.0,0.0,1.0,1.0
ENSMUSG00000102693,0.0,0.0,1.0,1.0
ENSMUSG00000102568,0.0,0.0,1.0,1.0
ENSMUSG00000102498,0.0,0.0,1.0,1.0
ENSMUSG00000102680,0.0,0.0,1.0,1.0
ENSMUSG00000102755,0.0,0.0,1.0,1.0
ENSMUSG00000102826,0.0,0.0,1.0,1.0
ENSMUSG00000102504,0.0,0.0,1.0,1.0
ENSMUSG00000102502,0.0,0.0,1.0,1.0
ENSMUSG00000102756,0.0,0.0,1.0,1.0
ENSMUSG00000113963,0.0,0.0,1.0,1.0
ENSMUSG00000102807,0.0,0.0,1.0,1.0
ENSMUSG00000102500,0.0,0.0,1.0,1.0
ENSMUSG00000102453,0.0,0.0,1.0,1.0
ENSMUSG00000102499,0.0,0.0,1.0,1.0
ENSMUSG00000102901,0.0,0.0,1.0,1.0
ENSMUSG00000041205,0.0,0.0,1.0,1.0
ENSMUSG00000102681,0.0,0.0,1.0,1.0
ENSMUSG00000102765,0.0,0.0,1.0,1.0
ENSMUSG00000113997,0.0,0.0,1.0,1.0
ENSMUSG00000102522,0.0,0.0,1.0,1.0
ENSMUSG00000102702,0.0,0.0,1.0,1.0
ENSMUSG00000113921,0.0,0.0,1.0,1.0
ENSMUSG00000102521,0.0,0.0,1.0,1.0
ENSMUSG00000113950,0.0,0.0,1.0,1.0
ENSMUSG00000040583,0.0,0.0,1.0,1.0
ENSMUSG00000102789,0.0,0.0,1.0,1.0
ENSMUSG00000102520,0.0,0.0,1.0,1.0
ENSMUSG00000040576,0.0,0.0,1.0,1.0
ENSMUSG00000102790,0.0,0.0,1.0,1.0
ENSMUSG00000102683,0.0,0.0,1.0,1.0
ENSMUSG00000102686,0.0,0.0,1.0,1.0
ENSMUSG00000040706,0.0,0.0,1.0,1.0
ENSMUSG00000102517,0.0,0.0,1.0,1.0
ENSMUSG00000040660,0.0,0.0,1.0,1.0
ENSMUSG00000102584,0.0,0.0,1.0,1.0
ENSMUSG00000102617,0.0,0.0,1.0,1.0
ENSMUSG00000102583,0.0,0.0,1.0,1.0
ENSMUSG00000102598,0.0,0.0,1.0,1.0
ENSMUSG00000040775,0.0,0.0,1.0,1.0
ENSMUSG00000040770,0.0,0.0,1.0,1.0
ENSMUSG00000088942,0.0,0.0,1.0,1.0
ENSMUSG00000102518,0.0,0.0,1.0,1.0
ENSMUSG00000102623,0.0,0.0,1.0,1.0
ENSMUSG00000102839,0.0,0.0,1.0,1.0
ENSMUSG00000102529,0.0,0.0,1.0,1.0
ENSMUSG00000102608,0.0,0.0,1.0,1.0
ENSMUSG00000102842,0.0,0.0,1.0,1.0
ENSMUSG00000102597,0.0,0.0,1.0,1.0
ENSMUSG00000102610,0.0,0.0,1.0,1.0
ENSMUSG00000102611,0.0,0.0,1.0,1.0
ENSMUSG00000102787,0.0,0.0,1.0,1.0
ENSMUSG00000102596,0.0,0.0,1.0,1.0
ENSMUSG00000102612,0.0,0.0,1.0,1.0
ENSMUSG00000102506,0.0,0.0,1.0,1.0
ENSMUSG00000102593,0.0,0.0,1.0,1.0
ENSMUSG00000102508,0.0,0.0,1.0,1.0
ENSMUSG00000102507,0.0,0.0,1.0,1.0
ENSMUSG00000113920,0.0,0.0,1.0,1.0
ENSMUSG00000102613,0.0,0.0,1.0,1.0
ENSMUSG00000113947,0.0,0.0,1.0,1.0
ENSMUSG00000040533,0.0,0.0,1.0,1.0
ENSMUSG00000102614,0.0,0.0,1.0,1.0
ENSMUSG00000113955,0.0,0.0,1.0,1.0
ENSMUSG00000102788,0.0,0.0,1.0,1.0
ENSMUSG00000102701,0.0,0.0,1.0,1.0
ENSMUSG00000102595,0.0,0.0,1.0,1.0
ENSMUSG00000102585,0.0,0.0,1.0,1.0
ENSMUSG00000102624,0.0,0.0,1.0,1.0
ENSMUSG00000102641,0.0,0.0,1.0,1.0
ENSMUSG00000102699,0.0,0.0,1.0,1.0
ENSMUSG00000102785,0.0,0.0,1.0,1.0
ENSMUSG00000102636,0.0,0.0,1.0,1.0
ENSMUSG00000102634,0.0,0.0,1.0,1.0
ENSMUSG00000102582,0.0,0.0,1.0,1.0
ENSMUSG00000102628,0.0,0.0,1.0,1.0
ENSMUSG00000102822,0.0,0.0,1.0,1.0
ENSMUSG00000113970,0.0,0.0,1.0,1.0
ENSMUSG00000102581,0.0,0.0,1.0,1.0
ENSMUSG00000004894,0.0,0.0,1.0,1.0
ENSMUSG00000102580,0.0,0.0,1.0,1.0
ENSMUSG00000102825,0.0,0.0,1.0,1.0
ENSMUSG00000040963,0.0,0.0,1.0,1.0
ENSMUSG00000004948,0.0,0.0,1.0,1.0
ENSMUSG00000102616,0.0,0.0,1.0,1.0
ENSMUSG00000004939,0.0,0.0,1.0,1.0
ENSMUSG00000041014,0.0,0.0,1.0,1.0
ENSMUSG00000041009,0.0,0.0,1.0,1.0
ENSMUSG00000113967,0.0,0.0,1.0,1.0
ENSMUSG00000102629,0.0,0.0,1.0,1.0
ENSMUSG00000102663,0.0,0.0,1.0,1.0
ENSMUSG00000102619,0.0,0.0,1.0,1.0
ENSMUSG00000102846,0.0,0.0,1.0,1.0
ENSMUSG00000102705,0.0,0.0,1.0,1.0
ENSMUSG00000102706,0.0,0.0,1.0,1.0
ENSMUSG00000102579,0.0,0.0,1.0,1.0
ENSMUSG00000102707,0.0,0.0,1.0,1.0
ENSMUSG00000102709,0.0,0.0,1.0,1.0
ENSMUSG00000102712,0.0,0.0,1.0,1.0
ENSMUSG00000102578,0.0,0.0,1.0,1.0
ENSMUSG00000102847,0.0,0.0,1.0,1.0
ENSMUSG00000102797,0.0,0.0,1.0,1.0
ENSMUSG00000113972,0.0,0.0,1.0,1.0
ENSMUSG00000102576,0.0,0.0,1.0,1.0
ENSMUSG00000102694,0.0,0.0,1.0,1.0
ENSMUSG00000113951,0.0,0.0,1.0,1.0
ENSMUSG00000102783,0.0,0.0,1.0,1.0
ENSMUSG00000102575,0.0,0.0,1.0,1.0
ENSMUSG00000114006,0.0,0.0,1.0,1.0
ENSMUSG00000102587,0.0,0.0,1.0,1.0
ENSMUSG00000102586,0.0,0.0,1.0,1.0
ENSMUSG00000102696,0.0,0.0,1.0,1.0
ENSMUSG00000102821,0.0,0.0,1.0,1.0
ENSMUSG00000113971,0.0,0.0,1.0,1.0
ENSMUSG00000102482,0.0,0.0,1.0,1.0
ENSMUSG00000102729,0.0,0.0,1.0,1.0
ENSMUSG00000102497,0.0,0.0,1.0,1.0
ENSMUSG00000040490,0.0,0.0,1.0,1.0
ENSMUSG00000102495,0.0,0.0,1.0,1.0
ENSMUSG00000102535,0.0,0.0,1.0,1.0
ENSMUSG00000102532,0.0,0.0,1.0,1.0
ENSMUSG00000102816,0.0,0.0,1.0,1.0
ENSMUSG00000114074,0.0,0.0,1.0,1.0
ENSMUSG00000040657,0.0,0.0,1.0,1.0
ENSMUSG00000113956,0.0,0.0,1.0,1.0
ENSMUSG00000021913,0.0,0.0,1.0,1.0
ENSMUSG00000040495,0.0,0.0,1.0,1.0
ENSMUSG00000040627,0.0,0.0,1.0,1.0
ENSMUSG00000102684,0.0,0.0,1.0,1.0
ENSMUSG00000102685,0.0,0.0,1.0,1.0
ENSMUSG00000102473,0.0,0.0,1.0,1.0
ENSMUSG00000102743,0.0,0.0,1.0,1.0
ENSMUSG00000102815,0.0,0.0,1.0,1.0
ENSMUSG00000021999,0.0,0.0,1.0,1.0
ENSMUSG00000102544,0.0,0.0,1.0,1.0
ENSMUSG00000102814,0.0,0.0,1.0,1.0
ENSMUSG00000102479,0.0,0.0,1.0,1.0
ENSMUSG00000040935,0.0,0.0,1.0,1.0
ENSMUSG00000040632,0.0,0.0,1.0,1.0
ENSMUSG00000040485,0.0,0.0,1.0,1.0
ENSMUSG00000040601,0.0,0.0,1.0,1.0
ENSMUSG00000040610,0.0,0.0,1.0,1.0
ENSMUSG00000102801,0.0,0.0,1.0,1.0
ENSMUSG00000114071,0.0,0.0,1.0,1.0
ENSMUSG00000102563,0.0,0.0,1.0,1.0
ENSMUSG00000040614,0.0,0.0,1.0,1.0
ENSMUSG00000102561,0.0,0.0,1.0,1.0
ENSMUSG00000102654,0.0,0.0,1.0,1.0
ENSMUSG00000102728,0.0,0.0,1.0,1.0
ENSMUSG00000102487,0.0,0.0,1.0,1.0
ENSMUSG00000102655,0.0,0.0,1.0,1.0
ENSMUSG00000102486,0.0,0.0,1.0,1.0
ENSMUSG00000102656,0.0,0.0,1.0,1.0
ENSMUSG00000102738,0.0,0.0,1.0,1.0
ENSMUSG00000102739,0.0,0.0,1.0,1.0
ENSMUSG00000113919,0.0,0.0,1.0,1.0
ENSMUSG00000102799,0.0,0.0,1.0,1.0
ENSMUSG00000088939,0.0,0.0,1.0,1.0
ENSMUSG00000114073,0.0,0.0,1.0,1.0
ENSMUSG00000102726,0.0,0.0,1.0,1.0
ENSMUSG00000102488,0.0,0.0,1.0,1.0
ENSMUSG00000102851,0.0,0.0,1.0,1.0
ENSMUSG00000102792,0.0,0.0,1.0,1.0
ENSMUSG00000102603,0.0,0.0,1.0,1.0
ENSMUSG00000102791,0.0,0.0,1.0,1.0
ENSMUSG00000102806,0.0,0.0,1.0,1.0
ENSMUSG00000102601,0.0,0.0,1.0,1.0
ENSMUSG00000102676,0.0,0.0,1.0,1.0
ENSMUSG00000102677,0.0,0.0,1.0,1.0
ENSMUSG00000113961,0.0,0.0,1.0,1.0
ENSMUSG00000102835,0.0,0.0,1.0,1.0
ENSMUSG00000102745,0.0,0.0,1.0,1.0
ENSMUSG00000102660,0.0,0.0,1.0,1.0
ENSMUSG00000102661,0.0,0.0,1.0,1.0
ENSMUSG00000102804,0.0,0.0,1.0,1.0
ENSMUSG00000102803,0.0,0.0,1.0,1.0
ENSMUSG00000102547,0.0,0.0,1.0,1.0
ENSMUSG00000113962,0.0,0.0,1.0,1.0
ENSMUSG00000102622,0.0,0.0,1.0,1.0
ENSMUSG00000102515,0.0,0.0,1.0,1.0
ENSMUSG00000102838,0.0,0.0,1.0,1.0
ENSMUSG00000102531,0.0,0.0,1.0,1.0
ENSMUSG00000102530,0.0,0.0,1.0,1.0
ENSMUSG00000102659,0.0,0.0,1.0,1.0
